Course_Name,Rating,No_of_Ratings,No_of_Enrollment,Duration,Institution,Subject,Level,Language,Price
TecdeMonterreyX: Introducción a Ciencias de Datos y Estadística Básica para Negocios,None,None,13408,4,TecdeMonterreyX,Data Analysis & Statistics,Advanced,Español,5785
"PennX: Hollywood: History, Industry, Art",None,None,67599,4,PennX,Communication,Introductory,English,14170
UPValenciaX: Programación en Python: visualización de datos,None,None,None,6,UPValenciaX,Data Analysis & Statistics,Intermediate,Español,3276
UPValenciaX: Physics Fundamentals: Mechanics,4.5,17 ratings,None,6,UPValenciaX,Physics,Introductory,English,2432
IMFx: Cyber Risk Supervision,4.5,29 ratings,None,4,IMFx,Economics & Finance,Introductory,English,2096
UPValenciaX: Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,4.3stars,15 ratings,26569,4,UPValenciaX,Engineering,Intermediate,Español,3276
DoaneX: BioStatistics,None,None,26310,8,DoaneX,Biology & Life Sciences,Introductory,English,9978
MITx: Structural Materials: Selection and Economics,4.8,14 ratings,14203,3,MITx,Engineering,Introductory,English,4192
CurtinX: The Minerals and Mining Business,4.6,10 ratings,6166,8,CurtinX,Engineering,Advanced,English,36808
DelftX: Biomedical Equipment: A Practical Approach to Healthcare Technology Management,4.6,10 ratings,None,6,DelftX,Engineering,Introductory,English,4192
WisconsinX: Introduction to Online Education & Course Planning,4.6stars,21 ratings,None,3,WisconsinX,Education & Teacher Training,Introductory,English,9996
URosarioX: Bases de datos,None,None,5572,4,URosarioX,Engineering,Intermediate,Español,3270
DelftX: Technology of Intelligent and Integrated Energy Systems,4.4,17 ratings,None,6,DelftX,Engineering,Intermediate,English,12493
UAMx: Introducción a la genética y la evolución,4.1,13 ratings,30922,3,UAMx,Biology & Life Sciences,Introductory,Español,2432
HarvardX: China’s Political and Intellectual Foundations: From Sage Kings to Confucius,None,None,56843,12,HarvardX,History,Introductory,English,12493
UAMx: La Química Orgánica: un mundo a tu alcance,None,None,31016,6,UAMx,Chemistry,Introductory,Español,2432
"LinuxFoundationX: Business Considerations for 5G with Edge, IoT, and AI",4.1,23 ratings,13111,10,LinuxFoundationX,Business & Management,Introductory,English,15847
StellenboschX: Higher education teaching in the age of AI,None,None,None,3,StellenboschX,Education & Teacher Training,Intermediate,English,12493
IBM: The Data Science Method,4.5,13 ratings,17351,7,IBM,Data Analysis & Statistics,Introductory,English,8301
UAMx: Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,5.0stars,5 ratings,29765,6,UAMx,Medicine,Introductory,Español,2436
DoaneX: Fundamentals of Sociology,4,9 ratings,9423,8,DoaneX,Social Sciences,Introductory,English,9978
UPValenciaX: Bases Matemáticas: Álgebra,None,None,55189,4,UPValenciaX,Math,Introductory,Español,1593
DoaneX: Assembler Language,4.3,14 ratings,None,11,DoaneX,Computer Science,Intermediate,English,20878
GTx: Probability and Statistics II:  Random Variables – Great Expectations to Bell Curves,None,None,6640,4,GTx,Data Analysis & Statistics,Intermediate,English,20916
"UMD, USMx: Effective Communication for Program and Project Stakeholders and Teams",4.5,19 ratings,11046,5,UMD,Business & Management,Introductory,English,20878
"DartmouthX, IMTx: Linux Basics: The Command Line Interface",None,None,46329,5,DartmouthX,Computer Science,Introductory,English,8301
ChalmersX: Hybrid Vehicles,4.3,7 ratings,26761,7,ChalmersX,Engineering,Advanced,English,20878
GTx: Computing for Data Analysis,4.2,10 ratings,57803,15,GTx,Computer Science,Advanced,English,69173
QueensX: Enterprise Selling,None,None,15766,6,QueensX,Business & Management,Introductory,English,15847
URosarioX: Excel financiero pro: domina las finanzas con Excel,None,None,None,2,URosarioX,Economics & Finance,Intermediate,Español,4108
UPValenciaX: Sustainability in Architecture: An Interdisciplinary Introduction,4.1,34 ratings,49388,4,UPValenciaX,Architecture,Intermediate,English,3270
RaspberryPiFoundation: Teach Teens Computing: Understanding AI for Educators,None,None,None,3,RaspberryPiFoundation,Education & Teacher Training,Introductory,English,4947
UPValenciaX: IT Fundamentals for Business Professionals: Enterprise Systems,4.2,17 ratings,29107,4,UPValenciaX,Computer Science,Introductory,English,5785
"GTx: Data Structures & Algorithms IV: Pattern Matching, Dijkstra’s, MST, and Dynamic Programming Algorithms",4.8stars,5 ratings,5468,5,GTx,Computer Science,Intermediate,English,15876
RITx: Cybersecurity Risk Management,4.5,13 ratings,44631,8,RITx,Computer Science,Advanced,English,33454
StanfordOnline: Databases: Semistructured Data,None,None,7240,2,StanfordOnline,Computer Science,Introductory,English,5785
IBM: Threat Intelligence in Cybersecurity,None,None,None,6,IBM,Computer Science,Introductory,English,12493
AWS: Migrating to the AWS Cloud,None,None,7949,4,AWS,Computer Science,Intermediate,English,4956
"AdelaideX: MathTrackX: Polynomials, Functions and Graphs",4.3stars,9 ratings,12931,4,AdelaideX,Math,Introductory,English,8316
ChalmersX: Model-Based Automotive Systems Engineering,None,None,23086,7,ChalmersX,Engineering,Advanced,English,20878
TecdeMonterreyX: Herramientas para el Análisis de Big Data,4.4,13 ratings,19267,4,TecdeMonterreyX,Data Analysis & Statistics,Intermediate,Español,4947
GalileoX: Introducción a los circuitos eléctricos,None,None,19688,5,GalileoX,Electronics,Intermediate,Español,3270
IBM: Computer Vision and Image Processing Fundamentals.,4.2,12 ratings,20811,3,IBM,Computer Science,Introductory,English,8301
IMFx: VITARA - Human Resource Management,4.8stars,23 ratings,None,1,IMFx,Economics & Finance,Introductory,English,2100
KULeuvenX: AI in Healthcare. Hype or Help?,None,None,None,10,KULeuvenX,Medicine,Advanced,English,6758
CurtinX: Build your very first iOS app,None,None,50726,8,CurtinX,Computer Science,Introductory,English,15876
UCSanDiegoX: The Science of Parenting,None,None,48443,5,UCSanDiegoX,Social Sciences,Introductory,English,4108
IBM: Test and Behavior Driven Development (TDD/BDD),4.2stars,6 ratings,None,4,IBM,Computer Science,Intermediate,English,8316
Wharton: Strategic Management Capstone,4.6,46 ratings,11383,6,Wharton,Business & Management,Intermediate,English,16685
UCDavis: Animation with JavaScript and jQuery,None,None,None,4,UCDavis,Computer Science,Introductory,English,4116
DartmouthX: The Engineering of Structures Around Us,4.7,13 ratings,22862,5,DartmouthX,Engineering,Introductory,English,6624
BoxPlay: Critical Thinking: How to Develop Critical Thinking Skills,4.2,13 ratings,None,1,BoxPlay,Communication,Introductory,English,5785
HECMontrealX: UX Prototyping,None,None,9123,6,HECMontrealX,Design,Intermediate,English,30996
AlaskaX: 3D GIS,4.3,18 ratings,5018,4,AlaskaX,Engineering,Intermediate,English,15847
MITx: Molecular Biology – Part 3: RNA Processing and Translation,None,None,23424,8,MITx,Biology & Life Sciences,Advanced,English,8301
UPValenciaX: Diseña presentaciones eficaces con Powerpoint,4.4,7 ratings,55068,3,UPValenciaX,Computer Science,Introductory,Español,3773
HKUSTx: Mathematical Methods for Data Analysis,None,None,None,8,HKUSTx,Math,Intermediate,English,36876
WBGx: Solid Waste Management,4.5stars,26 ratings,17560,6,WBGx,Environmental Studies,Introductory,English,420
DelftX: Waste Management and Critical Raw Materials,4.2,6 ratings,18064,6,DelftX,Business & Management,Introductory,English,12493
"UPValenciaX: Diseña, fabrica y programa tu propio robot",None,None,34123,6,UPValenciaX,Engineering,Introductory,Español,5785
LehighX: Economics Fundamentals for Business Analytics,4.7,7 ratings,None,6,LehighX,Economics & Finance,Introductory,English,15008
StanfordOnline: Introduction to Healthcare Communication Strategies,None,None,None,4,StanfordOnline,Medicine,Intermediate,English,20878
LinuxFoundationX: Linux Tools for Software Development,None,None,5437,14,LinuxFoundationX,Computer Science,Introductory,English,15847
AnahuacX: Introducción a la Ciencia de Datos con Python,4.5,10 ratings,17773,4,AnahuacX,Computer Science,Introductory,Español,3270
"GTx: Introduction to Object-Oriented Programming with Java III: Exceptions, Data Structures, Recursion, and GUIs",4.2,10 ratings,6586,6,GTx,Computer Science,Introductory,English,20878
WageningenX: Drainage in Agriculture: controlling water and salt levels in the soil,4.2,5 ratings,8638,5,WageningenX,Environmental Studies,Advanced,English,14170
IBM: Cybersecurity Analyst Assessment,None,None,None,1,IBM,Computer Science,Advanced,English,12493
MichiganX: Storytelling for Social Change,4.5,23 ratings,47516,5,MichiganX,Communication,Introductory,English,4947
"UMD, USMx: Modern Product Leadership",4.1stars,11 ratings,8055,4,UMD,Business & Management,Introductory,English,20916
edX: Designing a Course With edX,4.5,12 ratings,None,1,edX,Design,Introductory,English,8301
HarveyMuddX: Computer Architecture,None,None,7156,14,HarveyMuddX,Engineering,Introductory,English,15876
"DavidsonX, GalileoX: Intro to AI for Digital Marketing",None,None,None,3,DavidsonX,Business & Management,Introductory,English,4116
AdelaideX: Academic Writing,None,None,None,4,AdelaideX,Language,Introductory,English,10481
BabsonX: Marketing Fundamentals: Who Is Your Customer?,None,None,30781,4,BabsonX,Business & Management,Introductory,English,20916
URosarioX: Corrección de textos jurídicos,None,None,None,4,URosarioX,Communication,Introductory,Español,3276
UniversityofCambridge: Finding your voice as a playwright,4.4,8 ratings,9408,4,UniversityofCambridge,Communication,Intermediate,English,25070
IBM: IT Support Case Studies,None,None,None,6,IBM,Computer Science,Intermediate,English,8301
BabsonX: Economics: Consumer Demand,4.8stars,23 ratings,16012,4,BabsonX,Economics & Finance,Introductory,English,20916
DavidsonX: Introduction to Pharmacokinetics: From ADME to PK/PD,None,None,None,3,DavidsonX,Chemistry,Intermediate,English,16716
SmithsonianX: Designing for Textiles,4.6,17 ratings,None,2,SmithsonianX,Art & Culture,Introductory,English,503
HarvardX: Shakespeare’s Othello: The Moor,5,12 ratings,40700,4,HarvardX,Humanities,Introductory,English,12493
ColumbiaX: Learning Success,4.8stars,9 ratings,6322,10,ColumbiaX,Education & Teacher Training,Introductory,English,4200
IBM: Relational Database Administration (DBA),4.8,5 ratings,None,8,IBM,Computer Science,Introductory,English,8301
Codio: C++ Programming: Intermediate Concepts,None,None,None,5,Codio,Computer Science,Introductory,English,15847
ETHx: Beyond Systems Thinking,None,None,None,6,ETHx,Social Sciences,Introductory,English,4192
StanfordOnline: Semantics of First-Order Logic,4.4stars,6 ratings,5795,4,StanfordOnline,Philosophy & Ethics,Introductory,English,5796
GeorgetownX: Terrorism and Counterterrorism,4.1,57 ratings,36391,7,GeorgetownX,Humanities,Introductory,English,4947
IDBx: Women's Leadership: Boost your skills and drive change,4.5,38 ratings,None,10,IDBx,Communication,Intermediate,English,2432
UPValenciaX: Math Fundamentals: Algebra,None,None,None,4,UPValenciaX,Math,Introductory,English,2432
ChalmersX: Master Control in Supply Chain Management and Logistics,4.4stars,39 ratings,47572,8,ChalmersX,Business & Management,Introductory,English,4116
"ImperialX: A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",4.6,24 ratings,None,7,ImperialX,Math,Intermediate,English,5785
NYIF: Stock Trading Professional Certification Examination,5,12 ratings,None,1,NYIF,Economics & Finance,Introductory,English,None
HKUSTx: English for Doing Business in Asia – Speaking,None,None,75959,7,HKUSTx,Humanities,Introductory,English,14170
UCSanDiegoX: Algorithmic Design and Techniques,None,None,52092,6,UCSanDiegoX,Computer Science,Intermediate,English,12600
DartmouthX: Retail Fundamentals,4.4,5 ratings,45594,4,DartmouthX,Business & Management,Intermediate,English,20878
AdelaideX: Music Technology Foundations,4.8,6 ratings,44897,6,AdelaideX,Computer Science,Introductory,English,14170
AI: Introduction to Generative AI,4.0stars,6 ratings,None,3,AI,Computer Science,Introductory,English,37716
AnahuacX: E-Commerce Estratégico,None,None,None,5,AnahuacX,Business & Management,Introductory,Español,3270
HarvardX: Shakespeare's The Merchant of Venice: Shylock,4.4stars,10 ratings,30317,4,HarvardX,Humanities,Introductory,English,12516
MandarinX: Mandarin Chinese for Business,4.4,8 ratings,20020,6,MandarinX,Language,Intermediate,English,15847
LinuxFoundationX: Introduction to AI/ML Toolkits with Kubeflow,None,None,None,10,LinuxFoundationX,Computer Science,Introductory,English,12493
CurtinX: Autism and Neurodiversity: Building Your Child's Strengths,4.4,14 ratings,6463,6,CurtinX,Health & Safety,Introductory,English,8301
IDBx: Mulheres na liderança: potencialize suas habilidades e impulsione a mudança,None,None,None,10,IDBx,Communication,Intermediate,Português,2432
NYIF: Fundamentals of Financial Mathematics and Capital Budgeting,4.9stars,8 ratings,11196,4,NYIF,Economics & Finance,Introductory,English,8316
HKUx: Advanced Cardiac Imaging: Cardiac Computed Tomography (CT),4.6,17 ratings,11069,4,HKUx,Medicine,Introductory,English,12493
LinuxFoundationX: Git for Distributed Software Development,None,None,6204,14,LinuxFoundationX,Computer Science,Introductory,English,15847
HECMontrealX: Le management,4.8stars,13 ratings,20636,5,HECMontrealX,Business & Management,Introductory,Français,20916
ZHAWx: Cell cultivation techniques: An introduction,4.7,7 ratings,None,8,ZHAWx,Biology & Life Sciences,Intermediate,English,15847
"UMD, USMx: Managing People with Power Skills",4.7stars,12 ratings,None,4,UMD,Business & Management,Introductory,English,9996
IBM: Continuous Integration and Delivery (CI/CD),None,None,None,5,IBM,Computer Science,Intermediate,English,8301
"ImperialX: A-level Further Mathematics for Year 12 - Course 1: Complex Numbers, Matrices, Roots of Polynomial Equations and Vectors",None,None,None,7,ImperialX,Math,Intermediate,English,5785
ANUx: Astrophysics: The Violent Universe,4.7stars,14 ratings,73189,10,ANUx,Physics,Intermediate,English,4956
UTAustinX: Effective Thinking Through Mathematics,None,None,63957,5,UTAustinX,Math,Introductory,English,11655
StanfordOnline: Introduction to the Natural Capital Project Approach,4.7,6 ratings,6119,4,StanfordOnline,Environmental Studies,Introductory,English,5785
"UMD, USMx: Field Operations and Administrative Tools in Construction Management",4.9stars,14 ratings,None,4,UMD,Engineering,Intermediate,English,20916
DelftX: Ruralization: Creating New Opportunities in Rural Areas,4.1,30 ratings,None,6,DelftX,Social Sciences,Introductory,English,11655
RaspberryPiFoundation: Teach kids computing: Computing Systems and Networks,None,None,None,3,RaspberryPiFoundation,Education & Teacher Training,Introductory,English,4108
IDBx: ¿Cómo planificar viviendas verdes y resilientes?,4.6,5 ratings,None,1,IDBx,Environmental Studies,Introductory,Español,838
JaverianaX: Salud mental del adolescente en cuidado primario,4.6stars,5 ratings,7074,5,JaverianaX,Medicine,Introductory,Español,3780
IBM: SQL Concepts for Data Engineers,None,None,None,1,IBM,Data Analysis & Statistics,Intermediate,English,8301
RITx: Data Analytics and Visualization in Health Care,4.5,9 ratings,14229,8,RITx,Data Analysis & Statistics,Advanced,English,20878
RWTHx: Mathematical Optimization for Engineers,4.3stars,9 ratings,6823,8,RWTHx,Engineering,Intermediate,English,8316
UPValenciaX: Células y tejidos,None,None,None,6,UPValenciaX,Biology & Life Sciences,Introductory,Español,4116
MITx: Supply Chains for Manufacturing: Capacity Analytics,5.0stars,5 ratings,14334,9,MITx,Engineering,Advanced,English,14700
BerkleeX: Vocal Recording Technology,4.6,6 ratings,62006,6,BerkleeX,Engineering,Introductory,English,4947
UPValenciaX: IT Fundamentals for Business Professionals: Hardware,4.6stars,7 ratings,18319,4,UPValenciaX,Computer Science,Introductory,English,5796
DelftX: Statistics,None,None,None,3,DelftX,Math,Intermediate,English,12493
MITx: Genetics: Population Genetics and Human Traits,4.6,5 ratings,None,5,MITx,Biology & Life Sciences,Advanced,English,8301
logycaX: Gestión de inventario y portafolio,None,None,12908,5,logycaX,Engineering,Introductory,Español,1596
APA: Psychological Influences on Decision Making,5,9 ratings,None,8,APA,Social Sciences,Introductory,English,10816
GoogleCloud: Google Cloud Computing Foundations: Networking and Security in Google Cloud,4.8,5 ratings,None,1,GoogleCloud,Computer Science,Introductory,English,12493
"UMD, USMx: Sprint Planning for Faster Agile Team Delivery",4.3stars,26 ratings,18824,4,UMD,Engineering,Advanced,English,20916
TecdeMonterreyX: Digital Commerce Reinventing Business Models,4.1stars,19 ratings,None,4,TecdeMonterreyX,Business & Management,Intermediate,English,20916
"MITx: Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",None,None,37192,6,MITx,Art & Culture,Introductory,English,5366
"WisconsinX: Music, Art, Society, and Self",None,None,None,4,WisconsinX,Art & Culture,Introductory,English,6636
IDBx: ¿Cómo hacer uso responsable de la inteligencia artificial?,4.6,15 ratings,8054,10,IDBx,Ethics,Intermediate,Español,2432
IBM: Introduction to Generative AI for Executives and Business Leaders,4.7stars,7 ratings,None,1,IBM,Business & Management,Introductory,English,4116
RaspberryPiFoundation: Teach teens computing: Object-oriented Programming in Python,None,None,None,4,RaspberryPiFoundation,Education & Teacher Training,Advanced,English,4947
UniversityofCambridge: Writing successfully for the Stage,4.8stars,5 ratings,14577,4,UniversityofCambridge,Communication,Intermediate,English,25116
LinuxFoundationX: Exploring GraphQL: A Query Language for APIs,None,None,35959,7,LinuxFoundationX,Computer Science,Introductory,English,15876
TUMx: Lean Six Sigma Green Belt Business Project,None,None,None,20,TUMx,Business & Management,Intermediate,English,218400
HECMontrealX: UX Research,4.3,11 ratings,14051,6,HECMontrealX,Social Sciences,Intermediate,English,30939
AdelaideX: Big Data Analytics,None,None,51237,10,AdelaideX,Computer Science,Intermediate,English,16716
IIMBx: Consumer Behaviour,None,None,10640,6,IIMBx,Business & Management,Introductory,English,12493
IDBx: Gestión de riesgos en proyectos de desarrollo,4.7,34 ratings,60816,10,IDBx,Business & Management,Intermediate,Español,2096
APA: Qualitative Research in Psychology,4.5stars,6 ratings,None,8,APA,Social Sciences,Intermediate,English,10836
"LinuxFoundationX: Secure Software Development: Requirements, Design, and Reuse",None,None,6037,7,LinuxFoundationX,Computer Science,Introductory,English,20916
HarvardX: Sikhism Through Its Scriptures,4.8stars,10 ratings,52350,4,HarvardX,Humanities,Introductory,English,12516
LinuxFoundationX: Introduction to Istio,None,None,None,10,LinuxFoundationX,Computer Science,Intermediate,English,15847
DelftX: Understanding Nuclear Energy,4.5stars,8 ratings,21286,6,DelftX,Engineering,Intermediate,English,11676
State-Bank-of-India: Content Marketing Strategy,None,None,None,4,State-Bank-of-India,Business & Management,Introductory,English,8316
DelftX: The Hardware of a Quantum Computer,4.5stars,8 ratings,28391,6,DelftX,Physics,Intermediate,English,12516
BerkleeX: Grabar y mezclar música,None,None,23043,4,BerkleeX,Music,Introductory,Español,4956
RaspberryPiFoundation: Introduction to Databases and SQL,3.4,6 ratings,None,3,RaspberryPiFoundation,Education & Teacher Training,Intermediate,English,4947
IDBx: Big Data sin misterios,4.6,17 ratings,73862,10,IDBx,Data Analysis & Statistics,Intermediate,Español,2096
EPFLx: Image Processing and Analysis for Life Scientists,4.3,6 ratings,14693,7,EPFLx,Data Analysis & Statistics,Intermediate,English,20878
MandarinX: Mandarin Chinese Level 2,5.0stars,7 ratings,14969,6,MandarinX,Language,Introductory,English,15876
HarvardX: Japanese Books: From Manuscript to Print,5.0stars,5 ratings,28948,9,HarvardX,Art & Culture,Introductory,English,12516
UWashingtonX: Leadership and Management for PM Practitioners in IT,4.8,16 ratings,27820,6,UWashingtonX,Business & Management,Introductory,English,20878
StellenboschX: A strategic approach to talent management,4.7,71 ratings,None,2,StellenboschX,Business & Management,Intermediate,English,12493
URosarioX: Educación emocional para el bienestar personal,None,None,7819,5,URosarioX,Health & Safety,Introductory,Español,3270
KULeuvenX: European Union Law,4.7,9 ratings,None,11,KULeuvenX,Law,Introductory,English,4947
CurtinX: Noongar Language and Culture,5.0stars,8 ratings,18496,6,CurtinX,Language,Introductory,English,15036
IIMBx: Quantitative Marketing Research,None,None,10989,5,IIMBx,Business & Management,Introductory,English,15847
URosarioX: Fundamentos de fotografía documental,None,None,20822,6,URosarioX,Art & Culture,Introductory,Español,1593
APA: Quantitative Research Methods,None,None,None,8,APA,Social Sciences,Introductory,English,10816
IUx: Planning for Risk and Retirement,4.1stars,9 ratings,None,4,IUx,Economics & Finance,Introductory,English,16716
HKUx: Implant Dentistry,4.6stars,8 ratings,11656,5,HKUx,Medicine,Introductory,English,12516
RaspberryPiFoundation: An Introduction to Computer Networking for Teachers,4.7stars,13 ratings,None,3,RaspberryPiFoundation,Education & Teacher Training,Intermediate,English,4956
HarvardX: We the People: Civic Engagement in a Constitutional Democracy,5.0stars,7 ratings,9241,7,HarvardX,Social Sciences,Introductory,English,12516
DoaneX: Cannabis Cultivation and Processing,4.1,7 ratings,20330,3,DoaneX,Environmental Studies,Introductory,English,18362
IMFx: Revenue Forecasting and Analysis,4.5stars,20 ratings,7597,8,IMFx,Economics & Finance,Intermediate,English,2100
"UAMx: Introducción al griego clásico: lengua, nombres y mitología",3.8stars,5 ratings,30025,5,UAMx,Language,Introductory,Español,2436
URosarioX: Arquitectura latinoamericana contemporánea,4.8,5 ratings,None,4,URosarioX,Architecture,Introductory,Español,3270
"JuranX: Lean Six Sigma Black Belt Certification Part 1: Basic Improvement, Define and Measure",4.4,32 ratings,None,8,JuranX,Business & Management,Intermediate,English,10481
"DelftX: Unix Tools: Data, Software and Production Engineering",None,None,7096,6,DelftX,Computer Science,Intermediate,English,4200
UQx: Working in Teams: A Practical Guide,4.5,6 ratings,50417,4,UQx,Humanities,Introductory,English,10816
Wharton: Introduction to Connected Strategy,4.7,36 ratings,22376,6,Wharton,Business & Management,Intermediate,English,16685
WageningenX: Circular Economy: An Interdisciplinary Approach,4.5,11 ratings,19745,6,WageningenX,Environmental Studies,Advanced,English,12493
IDBx: PM4R Agile: mentalidad ágil en proyectos de desarrollo,4.7,55 ratings,9545,10,IDBx,Business & Management,Intermediate,Español,1593
CurtinX: Online Marketing Strategies,None,None,70907,12,CurtinX,Communication,Advanced,English,16716
NYIF: Technical Analysis and the Skill of Day Trading,4.2,19 ratings,None,4,NYIF,Economics & Finance,Introductory,English,None
BerkeleyX: Bridging Differences,5,9 ratings,10088,8,BerkeleyX,Social Sciences,Introductory,English,14170
QueensX: Strategic Account Management,4.2stars,10 ratings,14286,6,QueensX,Business & Management,Introductory,English,15876
AnahuacX: Introducción al Derecho Internacional Público,4.4,7 ratings,7018,4,AnahuacX,Law,Introductory,Español,3270
WestonHS: On-Ramp to AP* Physics C: Mechanics,None,None,17398,2,WestonHS,Physics,Introductory,English,2436
EPFLx: Micro and Nanofabrication (MEMS),4,6 ratings,21492,7,EPFLx,Engineering,Advanced,English,20878
ETHx: Worldviews - From Sustainability to Regeneration,4.7stars,7 ratings,None,12,ETHx,Philosophy & Ethics,Introductory,English,4200
"LSE: Mathematics 1 Part 2: Integral calculus, algebra, and applications",4.5,6 ratings,None,5,LSE,Math,Intermediate,English,16702
URosarioX: El poder de la comunicación consciente,None,None,None,4,URosarioX,Communication,Introductory,Español,3270
"UMD, USMx: Storytelling and Persuading using Data and Digital Technologies",4.2,5 ratings,10007,4,UMD,Data Analysis & Statistics,Introductory,English,20878
UCx: Recruiting and Selecting the Right Person,4.2,28 ratings,5660,6,UCx,Business & Management,Advanced,English,14170
DoaneX: Lifestyle Medicine Treatments of Chronic Disease – Part 1,4.6stars,21 ratings,11534,2,DoaneX,Medicine,Intermediate,English,18396
URosarioX: Leer y escribir en la universidad,None,None,None,1,URosarioX,Communication,Introductory,Español,3270
GTx: Linear Algebra III: Determinants and Eigenvalues,4.5,13 ratings,5986,3,GTx,Math,Intermediate,English,20878
WasedaX: Steps in Japanese for Beginners1 Part2,None,None,15991,5,WasedaX,Language,Introductory,English,10816
"EPFLx: Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",None,None,17115,7,EPFLx,Engineering,Advanced,English,17524
WageningenX: Animal Behaviour in Conservation,4.8,6 ratings,None,5,WageningenX,Biology & Life Sciences,Introductory,English,14170
BerkleeX: Building Your Career in Music: Developing a Brand and Funding,None,None,None,1,BerkleeX,Music,Introductory,English,4947
DelftX: Digitalization of Intelligent and Integrated Energy Systems,4.1,8 ratings,None,6,DelftX,Engineering,Introductory,English,12493
IIMBx: Services Marketing: Concepts & Applications,None,None,None,6,IIMBx,Business & Management,Introductory,English,15847
LinuxFoundationX: Introduction to Cilium,None,None,None,10,LinuxFoundationX,Computer Science,Introductory,English,12493
PekingX: 中级汉语语法 | Intermediate Chinese Grammar,None,None,27293,12,PekingX,Humanities,Intermediate,中文,4947
"UMD, USMx: Let’s Get Personal: Working with Personality Type",4.0stars,14 ratings,11253,6,UMD,Business & Management,Introductory,English,20916
UAMx: Introducción a la programación en C: Tipos de datos y estructuras,None,None,23950,5,UAMx,Computer Science,Introductory,Español,2432
TecdeMonterreyX: Mentalidad Emprendedora,None,None,19259,4,TecdeMonterreyX,Business & Management,Advanced,Español,9978
HKUSTx: Psychology of Personal Growth,3.6,5 ratings,67355,6,HKUSTx,Social Sciences,Introductory,English,4947
CatalystX: Communication Skills for Dialoguing Across Difference,4.7stars,20 ratings,68791,1,CatalystX,Communication,Introductory,English,4956
HarvardX: 18th-Century Opera: Handel & Mozart,4.9,7 ratings,28394,5,HarvardX,Music,Introductory,English,17524
IMFx: Financial Soundness Indicators,4.8,9 ratings,None,5,IMFx,Economics & Finance,Intermediate,English,2096
HKUSTx: A System View of Communications: From Signals to Packets (Part 1),None,None,36164,7,HKUSTx,Computer Science,Introductory,English,6636
URosarioX: Probabilidad y estadística,None,None,None,4,URosarioX,Math,Intermediate,Español,3270
URosarioX: Comunicación efectiva en inglés jurídico,None,None,None,4,URosarioX,Communication,Intermediate,English,3270
TecdeMonterreyX: Leadership and organizational behavior,4.7,7 ratings,9591,4,TecdeMonterreyX,Business & Management,Intermediate,Español,15847
TecdeMonterreyX: Negotiation Skills and Effective Communication,4.7,9 ratings,14932,4,TecdeMonterreyX,Business & Management,Intermediate,Español,15847
IBM: DevOps and Software Engineering Capstone Project,None,None,None,5,IBM,Computer Science,Intermediate,English,4108
GTx: Probability and Statistics III:  A Gentle Introduction to Statistics,None,None,6368,4,GTx,Data Analysis & Statistics,Intermediate,English,20916
DelftX: Energy Demand in Buildings,4.1,14 ratings,10348,5,DelftX,Architecture,Introductory,English,11655
IDBx: Análisis del riesgo de desastres y cambio climático en proyectos de infraestructura,4.8,21 ratings,10315,10,IDBx,Engineering,Advanced,Español,2096
IUx: Managing Personal Cash and Credit,None,None,None,4,IUx,Economics & Finance,Introductory,English,16685
BerkleeX: Producción musical y su efecto en la composición,None,None,15781,6,BerkleeX,Music,Introductory,Español,4947
WageningenX: Genetic Models for Animal Breeding,4.4,9 ratings,17714,6,WageningenX,Biology & Life Sciences,Intermediate,English,15847
FedericaX: Theatre and set design,3.4,10 ratings,5589,10,FedericaX,Architecture,Introductory,English,4612
HarvardX: Energy to Electrochemistry Final Exam,None,None,None,4,HarvardX,Chemistry,Introductory,English,42000
UPValenciaX: IT Fundamentals for Business Professionals: Cybersecurity and social implications,None,None,13075,3,UPValenciaX,Computer Science,Introductory,English,5785
CurtinX: 'Talk to me': Improving mental health and suicide prevention in young adults,4.6,8 ratings,22760,6,CurtinX,Health & Safety,Introductory,English,12493
logycaX: E-commerce logistics and Last Mile,4.4,19 ratings,7629,5,logycaX,Business & Management,Introductory,English,1593
UPValenciaX: Formulación y nomenclatura de compuestos químicos,None,None,19710,6,UPValenciaX,Chemistry,Introductory,Español,1593
EPFLx: Introduction à l'Analyse du Cycle de Vie - de la pensée à la pratique,None,None,5212,7,EPFLx,Engineering,Introductory,Français,14196
URosarioX: Storytelling: comunica tus ideas con impacto,None,None,None,4,URosarioX,Communication,Introductory,Español,4108
ANUx: Astrophysics: Exploring Exoplanets,4.7,19 ratings,54363,9,ANUx,Physics,Intermediate,English,4947
DelftX: An Introduction to Credit Risk Management,4.4,7 ratings,60989,7,DelftX,Business & Management,Intermediate,English,16685
NYIF: Fixed Income Portfolio Management,3.7,6 ratings,None,4,NYIF,Economics & Finance,Advanced,English,16685
IDBx: Risk Management in Development Projects,4.5stars,41 ratings,20382,10,IDBx,Business & Management,Intermediate,English,2100
IUx: Becoming a People Manager: Taking Charge with Care,4.8,15 ratings,None,4,IUx,Business & Management,Introductory,English,16685
