Course_Name,Rating,No_of_Ratings,No_of_Enrollment,Duration,Institution,Subject,Level,Language,Price
IDBx: Liderazgo femenino: potencia tus habilidades e impulsa el cambio,4.7,62 ratings,16078,10,IDBx,Communication,Intermediate,Español,2432
UPValenciaX: Excel avanzado: importación y análisis de datos,4.5,8 ratings,88090,8,UPValenciaX,Data Analysis & Statistics,Advanced,Español,5785
DelftX: Biomedical Equipment: Repairing and Maintaining Biomedical Devices,4.6,50 ratings,13921,10,DelftX,Engineering,Introductory,English,4192
UTAustinX: Linear Algebra - Foundations to Frontiers,4.8,12 ratings,111467,15,UTAustinX,Computer Science,Intermediate,English,8301
IBM: Agile and Scrum Fundamentals,4.7stars,67 ratings,16786,3,IBM,Computer Science,Introductory,English,8316
JaverianaX: El arte de vender: introducción a las ventas,4.6stars,10 ratings,60680,4,JaverianaX,Economics & Finance,Introductory,Español,3780
DelftX: Pre-University Physics,4.3,19 ratings,28254,5,DelftX,Physics,Introductory,English,4192
WageningenX: Nutrition and Health: Food Safety,4.3,49 ratings,68277,8,WageningenX,Food & Nutrition,Introductory,English,17524
BerkeleyX: Mindfulness and Resilience to Stress at Work,4.8stars,15 ratings,56815,4,BerkeleyX,Business & Management,Introductory,English,16716
DelftX: Electric Cars: Technology,4.5,55 ratings,75957,5,DelftX,Engineering,Intermediate,English,10397
IBM: Apache Spark for Data Engineering and Machine Learning,4.7,27 ratings,7843,3,IBM,Computer Science,Intermediate,English,4108
ISCEA: Procurement and Logistics Management,4.5,97 ratings,17469,4,ISCEA,Business & Management,Introductory,English,36808
AlaskaX: GIS Image Analysis in ArcGIS Pro,4.5,50 ratings,10482,4,AlaskaX,Engineering,Intermediate,English,15847
DelftX: Pre-University Chemistry,4.4,14 ratings,5725,5,DelftX,Chemistry,Introductory,English,4192
AlaskaX: GIS Foundations,4.4,50 ratings,18477,4,AlaskaX,Engineering,Introductory,English,15847
DoaneX: Introduction to Pharmacology,3.9,15 ratings,28691,8,DoaneX,Medicine,Introductory,English,9978
HarvardX: Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),4.7,21 ratings,197027,16,HarvardX,Chemistry,Introductory,English,20878
"UWashingtonX: Portfolio Management, Governance, & the PMO",4.4stars,68 ratings,28283,6,UWashingtonX,Business & Management,Introductory,English,20916
JaverianaX: Adobe Illustrator: aprende a crear presentaciones de impacto,None,None,46112,5,JaverianaX,Design,Introductory,Español,1174
HarvardX: American Government: Constitutional Foundations,4.7,38 ratings,65300,4,HarvardX,Social Sciences,Introductory,English,12493
"HarvardX: Fundamentals of Neuroscience, Part 2: Neurons and Networks",4.6stars,47 ratings,116620,6,HarvardX,Biology & Life Sciences,Introductory,English,20916
UPValenciaX: Introducción a ChatGPT.¡Impulsa tu productividad al máximo usando inteligencia artificial!,4,18 ratings,None,2,UPValenciaX,Computer Science,Introductory,Español,1593
"LSE: Statistics 1 Part 1: Introductory statistics, probability and estimation",4.3,24 ratings,11051,5,LSE,Data Analysis & Statistics,Intermediate,English,16702
HarvardX: Islam Through Its Scriptures,4.9stars,15 ratings,94036,4,HarvardX,Humanities,Introductory,English,12516
HarvardX: Data Science: Capstone,4.4,54 ratings,94684,2,HarvardX,Data Analysis & Statistics,Introductory,English,12493
HarvardX: Shakespeare's Life and Work,4.6,49 ratings,87313,4,HarvardX,Humanities,Introductory,English,12493
Codio: Java Programming: Object-Oriented Design,4.7stars,13 ratings,None,5,Codio,Computer Science,Introductory,English,15876
W3Cx: JavaScript Introduction,4.1,36 ratings,217878,5,W3Cx,Computer Science,Introductory,English,20878
NYIF: Essential Career Skills for Investment Banking and Finance,4.7,16 ratings,32025,2,NYIF,Business & Management,Introductory,English,4108
"JaverianaX: ¡Luces, celular y acción! Crea contenidos audiovisuales de impacto",4.5,5 ratings,12598,4,JaverianaX,Communication,Introductory,Español,3773
IBM: Python for Data Science Project,4.3stars,42 ratings,15991,1,IBM,Data Analysis & Statistics,Intermediate,English,2436
IBM: Linux Commands & Shell Scripting,4.4,33 ratings,19351,1,IBM,Computer Science,Introductory,English,2432
HarvardX: Buddhism Through Its Scriptures,4.7,25 ratings,214430,4,HarvardX,Humanities,Introductory,English,12493
HarvardX: Humanitarian Response to Conflict and Disaster,4.7stars,106 ratings,154839,5,HarvardX,Health & Safety,Introductory,English,12516
WageningenX: Nutrition and Health: Macronutrients and Overnutrition,4.5,55 ratings,235852,9,WageningenX,Biology & Life Sciences,Introductory,English,20878
TokyoTechX: Japanese Architecture and Structural Design,4.5,24 ratings,20682,5,TokyoTechX,Architecture,Intermediate,English,6624
UBCx: Business Communications,4.8stars,13 ratings,93763,6,UBCx,Business & Management,Introductory,English,12600
"HarvardX: Justice Today: Money, Markets, and Morals",4.8,25 ratings,39837,8,HarvardX,Humanities,Introductory,English,12493
JaverianaX: Gestión ágil de proyectos,4.3,38 ratings,25487,5,JaverianaX,Business & Management,Intermediate,Español,3773
RaspberryPiFoundation: Programming 101: An Introduction to Python for Educators,4.6,20 ratings,None,4,RaspberryPiFoundation,Education & Teacher Training,Introductory,English,4947
GTx: Linear Algebra I: Linear Equations,4.2stars,25 ratings,28805,3,GTx,Math,Intermediate,English,20916
IIMBx: People Management with Impact,4.7,40 ratings,160518,6,IIMBx,Business & Management,Introductory,English,12577
OxfordX: From Poverty to Prosperity: Understanding Economic Development,4.8,90 ratings,133002,6,OxfordX,Social Sciences,Intermediate,English,20878
RITx: Cybersecurity Fundamentals,4.0stars,29 ratings,208064,8,RITx,Computer Science,Advanced,English,33516
Web3x: Introduction to Blockchain and Web3,4.2,21 ratings,11644,6,Web3x,Computer Science,Introductory,English,4947
TEFLx: 30-hour Grammar and Language Awareness,4.8,21 ratings,None,10,TEFLx,Education & Teacher Training,Intermediate,English,14170
EdinburghX: Introduction to Marketing,4.5stars,39 ratings,100646,6,EdinburghX,Business & Management,Introductory,English,12516
AWS: Getting Started with Data Analytics on AWS,4.4,10 ratings,11642,1,AWS,Data Analysis & Statistics,Introductory,English,4947
HarvardX: Super-Earths and Life,4.7,48 ratings,145210,15,HarvardX,Physics,Introductory,English,12493
IBM: Django Application Development with SQL and Databases,4.6,26 ratings,11947,2,IBM,Computer Science,Intermediate,English,4108
W3Cx: CSS Basics,4.3stars,41 ratings,126812,5,W3Cx,Computer Science,Introductory,English,20916
EdinburghX: Climate Change: Carbon Capture and Storage,4.7,122 ratings,34650,5,EdinburghX,Engineering,Introductory,English,4947
"LinuxFoundationX, UPValenciaX: Introducción a Linux",4.6,18 ratings,30015,14,LinuxFoundationX,Computer Science,Introductory,Español,5785
"MITx: Circuits and Electronics 2: Amplification, Speed, and Delay",4.5,15 ratings,24818,5,MITx,Electronics,Intermediate,English,15847
BabsonX: Analytics for Decision Making,4.3,22 ratings,42055,4,BabsonX,Business & Management,Introductory,English,25908
HarvardX: Modern Masterpieces of World Literature,4.9stars,27 ratings,84665,8,HarvardX,Literature,Introductory,English,17556
TecdeMonterreyX: Marketing digital y sus análisis basado en datos,None,None,8738,4,TecdeMonterreyX,Business & Management,Intermediate,Español,8301
IBM: Python for AI & Development Project,4.5,23 ratings,12633,1,IBM,Data Analysis & Statistics,Intermediate,English,2432
UPValenciaX: Basic Spanish 2: One Step Further,4.5,42 ratings,102871,4,UPValenciaX,Language,Introductory,English,3270
ArmEducationX: Embedded Systems Essentials with Arm: Get Practical with Hardware,4.6,28 ratings,11764,10,ArmEducationX,Computer Science,Intermediate,English,8301
UCSanDiegoX: Machine Learning Fundamentals,4.1stars,14 ratings,99858,10,UCSanDiegoX,Data Analysis & Statistics,Advanced,English,29400
TecdeMonterreyX: Introducción a la Ciencia de Datos y el Big Data,4.3,28 ratings,50502,4,TecdeMonterreyX,Data Analysis & Statistics,Intermediate,Español,4947
"HarvardX: Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",4.7stars,77 ratings,100501,10,HarvardX,Humanities,Introductory,English,5796
UCR: Introduction to Social-Emotional Learning (SEL),4.3,120 ratings,6809,6,UCR,Education & Teacher Training,Introductory,English,4947
HarvardX: Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),4.6,19 ratings,94782,16,HarvardX,Physics,Introductory,English,20878
TecdeMonterreyX: Habilidades de negociación y comunicación efectiva,4.8,5 ratings,45320,4,TecdeMonterreyX,Business & Management,Introductory,Español,15847
Google: Google AI for JavaScript developers with TensorFlow.js,4.7,24 ratings,18876,7,Google,Computer Science,Introductory,English,25070
State-Bank-of-India: Financial Markets and Products,4.3,39 ratings,None,5,State-Bank-of-India,Economics & Finance,Introductory,English,12493
FedericaX: Robotics Foundations I - Robot Modeling,4.4stars,16 ratings,26302,8,FedericaX,Engineering,Intermediate,English,4620
UWashingtonX: Introduction to Cybersecurity,4.6,24 ratings,127370,6,UWashingtonX,Computer Science,Introductory,English,20878
DelftX: Hello (Real) World with ROS – Robot Operating System,4.2,9 ratings,36500,7,DelftX,Engineering,Intermediate,English,11655
DelftX: Introduction to Aerospace Structures and Materials,4.6stars,29 ratings,61961,8,DelftX,Engineering,Introductory,English,11676
UPValenciaX: Excel: gestión de datos,4.3,18 ratings,161288,6,UPValenciaX,Computer Science,Intermediate,Español,5785
FedericaX: L'Italiano nel mondo,None,None,9711,10,FedericaX,Literature,Introductory,Italiano,4612
WageningenX: Nutrition and Health: Human Microbiome,4.3stars,31 ratings,66759,6,WageningenX,Health & Safety,Introductory,English,17556
"HarvardX: CitiesX: The Past, Present and Future of Urban Life",4.6,46 ratings,113270,11,HarvardX,Social Sciences,Introductory,English,20878
"UMD, USMx: Product Design, Prototyping, and Testing",4.4,51 ratings,35673,4,UMD,Business & Management,Introductory,English,20878
UniversityofCambridge: Forensic Science: DNA Analysis,4.7,27 ratings,15504,5,UniversityofCambridge,Biology & Life Sciences,Introductory,English,25070
UChicagoX: Introduction to Quantum Computing for Everyone,4.0stars,30 ratings,20356,5,UChicagoX,Computer Science,Introductory,English,16716
WageningenX: Introduction to Animal Behaviour,4.5,33 ratings,59582,6,WageningenX,Biology & Life Sciences,Introductory,English,17524
LinuxFoundationX: Introduction to DevOps and Site Reliability Engineering,3.9,23 ratings,38241,10,LinuxFoundationX,Computer Science,Introductory,English,17524
GTx: Data Analytics for Business,3.1,10 ratings,55975,16,GTx,Business & Management,Advanced,English,69173
IDBx: Project Management for Development,4.5,77 ratings,86136,10,IDBx,Business & Management,Intermediate,English,4108
APA: Positive Psychology,4.7,28 ratings,5501,8,APA,Social Sciences,Introductory,English,10816
IIMBx: Strategic Management,4.4stars,37 ratings,101230,5,IIMBx,Business & Management,Introductory,English,12600
MITx: Collaborative Data Science for Healthcare,None,None,16038,12,MITx,Data Analysis & Statistics,Advanced,English,4108
IBM: Git and GitHub Basics,4.1,22 ratings,6960,3,IBM,Computer Science,Introductory,English,8301
HarvardX: United States Health Policy,4.8,17 ratings,41674,10,HarvardX,Social Sciences,Introductory,English,15847
GTx: Probability and Statistics I:  A Gentle Introduction to Probability,4.5,10 ratings,22379,3,GTx,Data Analysis & Statistics,Intermediate,English,20878
"ImperialX: A-level Mathematics for Year 12 - Course 1: Algebraic Methods, Graphs and Applied Mathematics Methods",4.2stars,12 ratings,9602,7,ImperialX,Math,Intermediate,English,5796
HarvardX: Causal Diagrams: Draw Your Assumptions Before Your Conclusions,4.9,16 ratings,83872,9,HarvardX,Data Analysis & Statistics,Introductory,English,12493
HarvardX: Backyard Meteorology: The Science of Weather,4.7,44 ratings,102050,6,HarvardX,Science,Introductory,English,12493
AdelaideX: Essential Human Biology: Cells and Tissues,4.6stars,57 ratings,88347,5,AdelaideX,Medicine,Introductory,English,14196
BerkeleyX: Entrepreneurship For All (Part I): The UC Berkeley Startup Guide for students by Silicon Valley Insiders,4.9,9 ratings,8874,6,BerkeleyX,Business & Management,Intermediate,English,16685
HarvardX: Introduction to Linear Models and Matrix Algebra,4.7,11 ratings,118583,4,HarvardX,Math,Intermediate,English,18362
UNCordobaX: Gestión de personas: Recursos Humanos,4.7stars,9 ratings,44944,5,UNCordobaX,Business & Management,Introductory,Español,9139
MichiganX: Successful Negotiation: Essential Strategies and Skills,4.6,26 ratings,69877,7,MichiganX,Business & Management,Introductory,English,4947
DoaneX: College Algebra,4.6,9 ratings,11630,8,DoaneX,Math,Intermediate,English,9978
ColumbiaX: Free Cash Flow Analysis,4.7,31 ratings,60409,5,ColumbiaX,Business & Management,Introductory,English,18865
UCDavis: JavaScript Basics,4.5,12 ratings,None,4,UCDavis,Computer Science,Introductory,English,4108
HarvardX: Ancient Masterpieces of World Literature,4.8,30 ratings,76096,6,HarvardX,Literature,Introductory,English,17524
TUMx: Six Sigma Part 1: Define and Measure,4.6stars,86 ratings,131637,8,TUMx,Business & Management,Introductory,English,16716
DoaneX: Business Communications - The Basics,4.3,35 ratings,11970,4,DoaneX,Communication,Introductory,English,12493
DoaneX: Management - Becoming an Effective Leader,4.8,25 ratings,7748,8,DoaneX,Business & Management,Introductory,English,9978
ISCEA: Supply Chain Planning and Strategy,4.4stars,88 ratings,21987,4,ISCEA,Business & Management,Introductory,English,20916
JaverianaX: Photoshop: una herramienta para presentaciones innovadoras,4.8,5 ratings,58180,5,JaverianaX,Art & Culture,Introductory,Español,1425
IIMBx: Brand Management,4.5stars,12 ratings,19952,5,IIMBx,Business & Management,Introductory,English,15876
HP: From Code to Creation: Mastering Game Programming,4.2,28 ratings,None,4,HP,Computer Science,Introductory,English,419
HarvardX: Hinduism Through Its Scriptures,4.7,24 ratings,162406,4,HarvardX,Humanities,Introductory,English,12493
FullbridgeX: Business and Data Analysis Skills,4.7stars,34 ratings,24562,3,FullbridgeX,Business & Management,Introductory,English,None
IBM: Relational Database Basics,4.5,45 ratings,9033,4,IBM,Data Analysis & Statistics,Introductory,English,8301
IBM: Deep Learning with Python and PyTorch.,3.7stars,12 ratings,51899,6,IBM,Data Analysis & Statistics,Intermediate,English,8316
UPValenciaX: Introduction to ChatGPT. Boost your productivity to the maximum using artificial intelligence!,4.5stars,31 ratings,None,2,UPValenciaX,Computer Science,Introductory,English,2436
EC-Council: Network Defense Essentials (NDE),4.4,18 ratings,None,1,EC-Council,Computer Science,Intermediate,English,10816
IIMBx: Accounting for Decision-Making,4,27 ratings,69047,7,IIMBx,Business & Management,Intermediate,English,12577
HarvardX: The Einstein Revolution,4.5,10 ratings,44082,14,HarvardX,Humanities,Introductory,English,12493
HarvardX: Global Health Case Studies from a Biosocial Perspective,5,5 ratings,23563,12,HarvardX,Social Sciences,Introductory,English,None
UniversityofCambridge: The Neuropsychology of Decision Making,4.3stars,23 ratings,7214,6,UniversityofCambridge,Social Sciences,Introductory,English,18396
HarvardX: Case Studies in Functional Genomics,None,None,44781,5,HarvardX,Data Analysis & Statistics,Advanced,English,18362
SDGAcademyX: Transforming Our World: Achieving the Sustainable Development Goals,4.4,26 ratings,19078,1,SDGAcademyX,Environmental Studies,Intermediate,English,None
IBM: Soft Skills: Solve Problems w/ Creative & Critical Thinking,4.5,30 ratings,None,1,IBM,Business & Management,Introductory,English,2432
TecdeMonterreyX: Comunicación efectiva para el líder actual,4.7stars,7 ratings,41317,4,TecdeMonterreyX,Communication,Introductory,Español,15876
DavidsonX: The Essentials of Data Literacy Online Course,4.4,25 ratings,10647,4,DavidsonX,Data Analysis & Statistics,Introductory,English,20878
LinuxFoundationX: Blockchain: Understanding Its Uses and Implications,4.5,90 ratings,111057,14,LinuxFoundationX,Business & Management,Introductory,English,15847
"UMD, USMx: Marketing Innovative Products and Services",4.5,43 ratings,23578,4,UMD,Business & Management,Introductory,English,15847
URosarioX: Excel básico para emprendedores,None,None,None,3,URosarioX,Business & Management,Introductory,Español,4108
UPValenciaX: Upper-Intermediate English: Business and Technology,4.5,10 ratings,70308,4,UPValenciaX,Language,Intermediate,English,3270
MathWorks: Introduction to Engineering Design,4.7stars,10 ratings,None,1,MathWorks,Engineering,Introductory,English,4956
"IBM: Introduction to Cloud Native, DevOps, Agile, and NoSQL",4.1,39 ratings,12172,2,IBM,Computer Science,Intermediate,English,4108
CatalystX: Leading With Effective Communication (Inclusive Leadership Training),4.7,143 ratings,141409,4,CatalystX,Communication,Introductory,English,5785
BerkeleyX: Fundamentals of Economics,None,None,None,4,BerkeleyX,Economics & Finance,Introductory,English,8301
BabsonX: AI for Leaders,4.4stars,28 ratings,18636,4,BabsonX,Business & Management,Introductory,English,20916
"NUS: Data Science for Construction, Architecture and Engineering",4.4,19 ratings,37554,7,NUS,Data Analysis & Statistics,Introductory,English,16685
UniversityofCambridge: Building your Screenplay,4.3,9 ratings,22418,4,UniversityofCambridge,Communication,Intermediate,English,25070
ANUx: Astrophysics: Cosmology,4.9,29 ratings,100069,10,ANUx,Physics,Intermediate,English,4947
MITx: Foundations of Modern Finance II,None,None,25979,12,MITx,Economics & Finance,Advanced,English,46031
LinuxFoundationX: Building a RISC-V CPU Core,4.6,17 ratings,12791,7,LinuxFoundationX,Computer Science,Introductory,English,15847
GTx: Introduction to Analytics Modeling,4.8,13 ratings,83033,16,GTx,Data Analysis & Statistics,Advanced,English,69173
HarvardX: Deploying TinyML,4.6,14 ratings,22895,5,HarvardX,Data Analysis & Statistics,Intermediate,English,25070
UBCx: How to Code: Simple Data,4.2,13 ratings,162217,7,UBCx,Computer Science,Introductory,English,10481
LSE: Mathematics 1 Part 1: Differential Calculus,4.4,16 ratings,8486,5,LSE,Math,Intermediate,English,16702
IIMBx: Customer Relationship Management,4.7,24 ratings,72695,6,IIMBx,Business & Management,Intermediate,English,15847
RITx: Computer Forensics,4.5,11 ratings,89062,8,RITx,Computer Science,Advanced,English,33454
IIMBx: Marketing Essentials,4.6,16 ratings,29747,5,IIMBx,Business & Management,Introductory,English,15847
HarvardX: Applications of TinyML,4.4,16 ratings,23700,6,HarvardX,Data Analysis & Statistics,Intermediate,English,25070
UBCx: Excel for Everyone: Data Management,4.6,20 ratings,41814,6,UBCx,Data Analysis & Statistics,Intermediate,English,15847
IBM: Deep Learning Fundamentals with Keras,4.4,25 ratings,49091,5,IBM,Data Analysis & Statistics,Intermediate,English,8301
RWTHx: Introduction to Robotic Programming,4.9,7 ratings,None,8,RWTHx,Computer Science,Introductory,English,8301
HarvardX: Introduction to Bioconductor,4.8,6 ratings,53001,4,HarvardX,Data Analysis & Statistics,Intermediate,English,18362
AlaskaX: 3D Printing Essentials: From Design to Reality,4.4,35 ratings,None,3,AlaskaX,Design,Introductory,English,4108
URosarioX: Inglés para todos: nivel básico más,None,None,None,1,URosarioX,Language,Introductory,English,4108
HarvardX: Strengthening Community Health Worker Programs,4.7stars,24 ratings,85383,6,HarvardX,Health & Safety,Introductory,English,None
IBM: Technical Support Basics for Everyone,4.7stars,33 ratings,5476,5,IBM,Computer Science,Introductory,English,4116
"HarvardX: U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",4.9,35 ratings,44342,4,HarvardX,Social Sciences,Introductory,English,12493
edX: How to Use ChatGPT in Tech/Coding/Data,3.9,22 ratings,None,1,edX,Computer Science,Intermediate,English,1677
HKUSTx: Foundations of Data Analytics,4.4,8 ratings,6281,8,HKUSTx,Computer Science,Intermediate,English,31778
ETSx: Understanding the TOEFL Essentials Test,4.5,22 ratings,24955,6,ETSx,Communication,Introductory,English,4108
UNCordobaX: La Dirección y Gestión de Proyectos,4.5,13 ratings,8736,5,UNCordobaX,Business & Management,Intermediate,Español,3773
StanfordOnline: Databases: Modeling and Theory,None,None,19935,2,StanfordOnline,Computer Science,Introductory,English,5796
"UMD, USMx: Agile Leadership Principles and Practices",4.8,55 ratings,51200,4,UMD,Engineering,Advanced,English,20878
"StanfordOnline: Language, Proof and Logic",None,None,28205,15,StanfordOnline,Philosophy & Ethics,Introductory,English,8301
IBM: Penetration Testing and Incident Response,4.3,6 ratings,None,4,IBM,Computer Science,Introductory,English,12493
"IBM: Software, Programming, and Database Basics",4.5,9 ratings,None,5,IBM,Computer Science,Introductory,English,4108
BabsonX: Financial Accounting Made Fun: Eliminating Your Fears,4.5stars,28 ratings,54692,4,BabsonX,Business & Management,Introductory,English,20916
HECMontrealX: UX Design,None,None,33308,6,HECMontrealX,Design,Intermediate,English,30939
URosarioX: Finanzas e inversiones para no financieros,None,None,5626,4,URosarioX,Economics & Finance,Introductory,Español,3276
TUMx: Academic Writing Made Easy,None,None,64802,8,TUMx,Language,Intermediate,English,4947
HarvardX: Practical Improvement Science in Health Care: A Roadmap for Getting Results,4.9,12 ratings,19463,7,HarvardX,Business & Management,Introductory,English,20878
GalileoX: Transformando la educación con IA: ChatGPT,4.7stars,37 ratings,12359,4,GalileoX,Education & Teacher Training,Introductory,Español,2436
"HarvardX: Women Making History: Ten Objects, Many Stories",4.6,22 ratings,69014,8,HarvardX,History,Introductory,English,17524
IBM: Data Science Tools,4.4,42 ratings,34926,7,IBM,Data Analysis & Statistics,Introductory,English,8301
ArmEducationX: Computer Architecture Essentials on Arm,4.2,9 ratings,None,6,ArmEducationX,Computer Science,Intermediate,English,8301
UQx: Academic English: How to Write a Thesis,4.8,8 ratings,6854,10,UQx,Education & Teacher Training,Introductory,English,10816
"UMD, USMx: The Industry and Profession in Construction Management",4.6,30 ratings,7995,4,UMD,Engineering,Intermediate,English,20878
AnahuacX: Marketing Digital: Desde SEO hasta Analítica de Datos,3.6,5 ratings,None,5,AnahuacX,Business & Management,Introductory,Español,4108
RITx: Visual Presentation,4.6,24 ratings,13549,3,RITx,Communication,Introductory,English,16685
NUS: Circuits for Beginners,4.6stars,15 ratings,10529,6,NUS,Engineering,Introductory,English,11676
EC-Council: Digital Forensics Essentials (DFE),4.7,13 ratings,None,1,EC-Council,Computer Science,Intermediate,English,10816
"HarvardX: Principles, Statistical and Computational Tools for Reproducible Data Science",4.1,11 ratings,108207,8,HarvardX,Data Analysis & Statistics,Intermediate,English,12493
IIMBx: Advanced Corporate Strategy,4.5,8 ratings,8158,5,IIMBx,Business & Management,Advanced,English,15847
RedHat: Fundamentals of Red Hat Enterprise Linux 9,4.7stars,23 ratings,76201,8,RedHat,Computer Science,Introductory,English,8316
"DartmouthX, IMTx: C Programming: Language Foundations",4.6,15 ratings,70359,5,DartmouthX,Computer Science,Introductory,English,8301
TecdeMonterreyX: Introducción a Matemáticas para Finanzas y Negocios,None,None,22375,5,TecdeMonterreyX,Economics & Finance,Advanced,Español,4947
MITx: Cell Biology: Transport and Signaling,5,7 ratings,11778,6,MITx,Biology & Life Sciences,Advanced,English,8301
SmithsonianX: Teaching Critical Thinking through Art with the National Gallery of Art,4.9stars,29 ratings,34233,16,SmithsonianX,Education & Teacher Training,Introductory,English,9996
EPFLx: Introduction to Astrophysics,3.8,8 ratings,42431,7,EPFLx,Physics,Introductory,English,15008
"ImperialX: A-level Further Mathematics for Year 13 - Course 1: Differential Equations, Further Integration, Curve Sketching, Complex Numbers, the Vector Product and Further Matrices",4.8,5 ratings,None,7,ImperialX,Math,Intermediate,English,5785
WellesleyX: Italian Language and Culture: Advanced (2023-2024),4.7stars,47 ratings,40768,12,WellesleyX,Language,Advanced,Italiano,4956
IMFx: Public Financial Management,4.8,66 ratings,43869,8,IMFx,Economics & Finance,Intermediate,English,2096
IIMBx: Macroeconomics: Theory and Policy,4.3,21 ratings,None,6,IIMBx,Economics & Finance,Intermediate,English,15847
BabsonX: Financial Analysis for Decision Making,4.6stars,21 ratings,51941,4,BabsonX,Business & Management,Introductory,English,20916
IUx: Developing Your Personal Leadership Style,4.4,20 ratings,6175,4,IUx,Business & Management,Introductory,English,16685
UPValenciaX: Basic Spanish 3: Getting there,4.4,42 ratings,40068,4,UPValenciaX,Language,Introductory,English,3270
HarvardX: The Opioid Crisis in America,4.8,26 ratings,76188,10,HarvardX,Medicine,Introductory,English,12493
IBM: Deep Learning with Tensorflow,4.4,14 ratings,52938,5,IBM,Data Analysis & Statistics,Intermediate,English,8301
PennX: Intellectual Property Law and Policy: Part 1,4.4stars,14 ratings,62458,6,PennX,Law,Intermediate,English,14196
IIMBx: New Product Development,None,None,16916,6,IIMBx,Business & Management,Introductory,English,15847
"AWS: DevOps on AWS: Code, Build, and Test",4.3,17 ratings,7613,2,AWS,Computer Science,Intermediate,English,4947
AnahuacX: Psicología Criminal,4.7,11 ratings,None,4,AnahuacX,Social Sciences,Introductory,Español,4108
UAMx: Introducción al desarrollo de aplicaciones web,3.5,5 ratings,63567,5,UAMx,Computer Science,Introductory,Español,2432
AdelaideX: Risk Management for Projects,4.6stars,75 ratings,37938,5,AdelaideX,Business & Management,Introductory,English,20916
"AnahuacX: Inglés empresarial: ventas, gestión y liderazgo",4.8,14 ratings,41083,4,AnahuacX,Business & Management,Introductory,Español,3270
MITx: Quantitative Biology Workshop,4.3,8 ratings,27413,9,MITx,Biology & Life Sciences,Intermediate,English,8301
DelftX: Sustainable Energy: Design a Renewable Future,4.2,22 ratings,40290,9,DelftX,Engineering,Intermediate,English,5198
HKUx: Introduction to FinTech,4.6,38 ratings,118905,6,HKUx,Economics & Finance,Introductory,English,16685
DelftX: Industrial Biotechnology,4.6stars,9 ratings,20603,7,DelftX,Engineering,Intermediate,English,12516
GTx: Computing in Python II: Control Structures,4.8,36 ratings,53281,5,GTx,Computer Science,Introductory,English,15847
AnahuacX: Inteligencia emocional para el liderazgo efectivo y colaboración,4.4,33 ratings,46464,4,AnahuacX,Social Sciences,Introductory,Español,3270
EPFLx: IoT Systems and Industrial Applications with Design Thinking,4.4,22 ratings,None,7,EPFLx,Engineering,Intermediate,English,14170
RITx: Data Representation and Visualization in Tableau,4.1,17 ratings,16194,4,RITx,Data Analysis & Statistics,Intermediate,English,20878
LinuxFoundationX: Introduction to Jenkins,4.1,9 ratings,24500,12,LinuxFoundationX,Computer Science,Introductory,English,15847
UPValenciaX: Upper-Intermediate English: Business and Globalization,4.8,11 ratings,82476,4,UPValenciaX,Language,Intermediate,English,3270
DelftX: Solar Energy: Photovoltaic (PV) Systems,4.8,5 ratings,36923,11,DelftX,Engineering,Advanced,English,20961
HarvardX: MalariaX: Defeating Malaria from the Genes to the Globe,4.6,14 ratings,10834,11,HarvardX,Biology & Life Sciences,Intermediate,English,None
HarvardX: Religious Literacy: Traditions and Scriptures,4.6,33 ratings,118302,4,HarvardX,Humanities,Introductory,English,12493
IBM: Models and Platforms for Generative AI,4.6,5 ratings,None,3,IBM,Computer Science,Introductory,English,4108
DelftX: Electric Cars: Introduction,4.4,37 ratings,81477,4,DelftX,Engineering,Intermediate,English,10397
TUMx: Lean Production,4.7,80 ratings,75614,6,TUMx,Business & Management,Introductory,English,15847
MITx: Cell Biology: The Cytoskeleton and Cell Cycle,None,None,6348,7,MITx,Biology & Life Sciences,Advanced,English,8301
UPValenciaX: Fundamentos del marketing digital,4.3,18 ratings,11944,3,UPValenciaX,Business & Management,Introductory,Español,3773
TecdeMonterreyX: ChatGPT - Usos y Estrategias,None,None,None,4,TecdeMonterreyX,Computer Science,Introductory,Español,4200
RITx: Design Thinking Fundamentals,4.5,9 ratings,79976,6,RITx,Business & Management,Intermediate,English,28256
AdelaideX: Maths Foundations,None,None,None,4,AdelaideX,Math,Introductory,English,8316
Codio: Python Programming: Intermediate Concepts,4.6,17 ratings,None,5,Codio,Computer Science,Introductory,English,15847
"PortugalX, UNL: Academia de Empreendedorismo",None,None,None,7,UNL,Business & Management,Introductory,Português,4612
"UPValenciaX, GalileoX: Herramientas de Inteligencia Artificial para la productividad. Más allá del ChatGPT",None,None,None,4,UPValenciaX,Engineering,Intermediate,Español,4108
DoaneX: Abnormal Psychology,4.6stars,8 ratings,11242,8,DoaneX,Humanities,Intermediate,English,9996
HarvardX: Entropy and Equilibria,4.3,6 ratings,5580,10,HarvardX,Chemistry,Introductory,English,20878
URosarioX: Introducción a las finanzas: Principios de valoración,None,None,35704,4,URosarioX,Economics & Finance,Intermediate,Español,1593
