Course_Name,Rating,No_of_Ratings,No_of_Enrollment,Duration,Institution,Subject,Level,Language,Price
 Unlocking the Power of Generative AI with ChatGPT for Higher Education,4.8,21,,5,GalileoX,Education & Teacher Training,Introductory,English,3270
 Python and Pandas for Data Engineering,4.5,26,,4,AI,Computer Science,Introductory,English,37647
 Lean Six Sigma Program and Project Management,4.1,10,,3,ISCEA,Business & Management,Introductory,English,20878
 Accounting System Structure and Information Management,4.5,33,8652,4,NYIF,Economics & Finance,Introductory,English,4192
 Fundamentos de información financiera y contable,4.7,11,17439,5,AnahuacX,Economics & Finance,Intermediate,Spanish,3270
" Data Structures & Algorithms II: Binary Trees, Heaps, SkipLists and HashMaps",4.9,12,8378,5,GTx,Computer Science,Intermediate,English,15876
 Introduction to Open Source Networking Technologies,4.5,8,26438,14,LinuxFoundationX,Computer Science,Introductory,English,20878
 So You Want To Be A Surgeon?,4.9,8,18624,6,HKUx,Medicine,Introductory,English,8301
 Rise to Leadership: Become a CEO,3.9,9,27337,4,BabsonX,Business & Management,Intermediate,English,20878
 Fundamentos de la guitarra eléctrica y acústica,4.8,5,26785,6,BerkleeX,Music,Introductory,Spanish,4947
 Fisiología del ejercicio para todos,,,,4,URosarioX,Medicine,Introductory,Spanish,3270
 Digital Platforms in Performance,4.7,6,9846,4,UniversityofCambridge,Communication,Intermediate,English,25070
 El cerebro y las emociones en el lenguaje,4.8,8,63668,5,URosarioX,Communication,Introductory,Spanish,4116
 Diseño e innovación de modelo de negocios,4.8,11,18776,4,TecdeMonterreyX,Business & Management,Advanced,Spanish,9978
 Autism and Mental Health,4.9,16,,4,CurtinX,Health & Safety,Introductory,English,8301
 Python for Data Engineering Project,4.8,9,8469,1,IBM,Data Analysis & Statistics,Intermediate,English,2432
 Business Intelligence and Data Analytics,4.3,6,,5,ASUx,Data Analysis & Statistics,Introductory,English,12516
 Probability Theory,,,,6,DelftX,Math,Intermediate,English,12493
 Introduction to AWS Cloud Careers,4.5,6,,2,AWS,Computer Science,Introductory,English,9978
 Data Engineering,,,,5,ASUx,Data Analysis & Statistics,Introductory,English,12516
 IA para docentes: Transforma tu enseñanza con ChatGPT,4.8,8,,3,AnahuacX,Computer Science,Introductory,Spanish,3270
" Power BI para los negocios, herramientas de productividad",4.1,19,10289,5,UPValenciaX,Data Analysis & Statistics,Intermediate,Spanish,3270
 Data Analytics and Visualization Capstone Project,4.5,12,5889,6,IBM,Data Analysis & Statistics,Introductory,English,12493
 Matemáticas para la U,,,8190,4,URosarioX,Math,Introductory,Spanish,3270
" Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems",4.6,10,23819,4,AdelaideX,Business & Management,Intermediate,English,16716
 Ciencia de Datos Aplicada al Marketing,3.9,9,6677,5,AnahuacX,Data Analysis & Statistics,Introductory,Spanish,1593
 Dynamics and Control,4.5,20,31361,6,UPValenciaX,Engineering,Introductory,English,3276
 e-Learning on Digital Agriculture,4.3,24,14952,5,WBGx,Environmental Studies,Introductory,English,419
 Debate y argumentación,4.3,6,22907,4,URosarioX,Humanities,Introductory,Spanish,1593
 Mejora tu Negocio con Inteligencia Artificial,3.6,10,,5,AnahuacX,Business & Management,Intermediate,Spanish,3270
 Nitrogen: A Global Challenge,4.5,54,6660,5,EdinburghX,Environmental Studies,Introductory,English,4956
 Electricity Distribution,4.7,10,,7,NUS,Engineering,Intermediate,English,11655
 Applied anatomy of the locomotor system,4.4,10,17725,8,FedericaX,Medicine,Intermediate,English,4610
 Introduction to Node.js,4.4,5,21641,7,LinuxFoundationX,Computer Science,Introductory,English,15847
 Data Literacy Foundations,3.9,15,7512,4,RITx,Data Analysis & Statistics,Intermediate,English,20878
 Cement Chemistry and Sustainable Cementitious Materials,4,14,10041,6,EPFLx,Physics,Intermediate,English,20916
" Introduction to Semiconductors, PN Junctions and Bipolar Junction Transistors",4.7,9,17091,8,HKUSTx,Electronics,Intermediate,English,15847
 Risk Management and Credit Principles,4.4,18,18074,6,NYIF,Economics & Finance,Advanced,English,16685
 Cell Biology: Cell-Cell Interactions,4.9,8,7090,7,MITx,Biology & Life Sciences,Advanced,English,8301
 The What and How of Esports Management!,4,28,,4,HP,Computer Science,Introductory,English,420
 Intro Course: Data Storytelling,,,,4,edX,Business & Management,Introductory,English,8301
 Shakespeare's Hamlet: The Ghost,4.4,13,53860,4,HarvardX,Humanities,Introductory,English,12493
 Applied Storytelling,4.1,11,5713,4,DavidsonX,Communication,Introductory,English,10836
 Clinical Nutrition – evidence-based practice,4.6,36,,6,KULeuvenX,Food & Nutrition,Intermediate,English,4947
 Introducción al Office 365,4.6,5,34690,7,UPValenciaX,Computer Science,Introductory,Spanish,5785
 Project Management Life Cycle,4.5,51,141485,10,RITx,Business & Management,Intermediate,English,37647
" Money Markets, Foreign Exchange and Time Value of Money",4.5,17,20955,4,NYIF,Economics & Finance,Introductory,English,16685
 Efficient HVAC Systems,4.8,11,12914,5,DelftX,Architecture,Intermediate,English,11655
 Strategic Applications of IT Project & Program Management,4.7,21,27943,6,UWashingtonX,Business & Management,Introductory,English,20916
 Solar Energy: Photovoltaic (PV) Energy Conversion,4.6,8,55025,12,DelftX,Engineering,Advanced,English,20961
 Logistics Fundamentals,4.7,11,15245,5,logycaX,Engineering,Introductory,English,2096
 Sustainable Soil Management: Soil for life,4.5,23,29206,7,WageningenX,Environmental Studies,Introductory,English,17556
 Data and AI Fundamentals,4.2,11,,10,LinuxFoundationX,Computer Science,Introductory,English,15847
 Professional Business Presentations,,,14294,5,DoaneX,Communication,Introductory,English,16685
 Sustainable Urban Development,4.7,20,56090,7,DelftX,Architecture,Introductory,English,11676
" Impact, Ethics, and Issues with Generative AI",4.6,9,,3,IBM,Computer Science,Introductory,English,4108
 Contemporary Issues in World Politics,4.2,14,19192,7,FedericaX,Social Sciences,Introductory,English,4107
 Human Resources: Acquiring and Managing Talent in the 21st Century,4.8,23,,8,UCR,Business & Management,Introductory,English,9996
 Calculus II: Multivariable Functions,,,,6,DelftX,Math,Intermediate,English,12516
 Unlocking Investment and Finance in Emerging Markets and Developing Economies (EMDEs),4.7,42,39993,4,WBGx,Economics & Finance,Introductory,English,419
 Mandarin Chinese Essentials,4.6,9,56768,5,MandarinX,Language,Introductory,English,15847
 Drones for Agriculture: Prepare and Design Your Drone (UAV) Mission,4.4,12,18381,3,WageningenX,Data Analysis & Statistics,Intermediate,English,17556
 Introduction to Object-Oriented Programming with Java II: Object-Oriented Programming and Algorithms,3.5,13,9725,6,GTx,Computer Science,Introductory,English,20878
" Innovate & Regulate: Drug Research, Costs, Clinical Trials & Approval",4.6,31,27548,5,DavidsonX,Medicine,Intermediate,English,9978
 Stand Up!; Comedy Writing and Performance Poetry,5,7,12752,4,UniversityofCambridge,Communication,Intermediate,English,25070
 Make Your Own App,4.3,13,31391,7,TUMx,Computer Science,Introductory,English,6456
 Judaism Through Its Scriptures,4.7,19,61347,4,HarvardX,Humanities,Introductory,English,12493
 Behavioral Neuroscience: Foundations of Compulsive Behaviors,,,,5,AlaskaX,Biology & Life Sciences,Introductory,English,15847
 First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,4.9,9,48554,3,HarvardX,Humanities,Introductory,English,12516
 AI for Teachers,4.5,21,,3,UBCx,Computer Science,Introductory,English,1258
 Human-Computer Interaction I: Fundamentals & Design Principles,4.7,10,19650,6,GTx,Computer Science,Introductory,English,9978
 VITARA - Compliance Risk Management,4.5,19,,1,IMFx,Economics & Finance,Introductory,English,2096
 Microservices and Serverless,4.3,7,,2,IBM,Computer Science,Intermediate,English,8301
 La gestion des ressources humaines,4.4,19,22121,7,HECMontrealX,Business & Management,Introductory,French,20878
 Quantum Mechanics,,,6876,18,GeorgetownX,Physics,Intermediate,English,25908
" Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",4.7,23,37796,4,HarvardX,Social Sciences,Introductory,English,12493
 Python Fundamentals for Business Analytics,,,,6,LehighX,Computer Science,Introductory,English,15008
 Digital Design,,,10407,10,HarveyMuddX,Engineering,Introductory,English,15876
 Word intermedio: herramientas de formato y productividad,4.6,13,22156,6,UPValenciaX,Computer Science,Intermediate,Spanish,3773
 Supply Chain Management Tools and Techniques,4.3,35,6851,4,ISCEA,Business & Management,Introductory,English,30939
 Introduction to psychology of personality,4,6,7414,7,FedericaX,Humanities,Intermediate,English,4612
 Introduction to RISC-V,3.2,6,10400,7,LinuxFoundationX,Computer Science,Introductory,English,15876
 Introduction to Water and Climate,4.3,20,44346,10,DelftX,Engineering,Intermediate,English,11655
" Sustainable Supply Chain Planning, Sourcing, and Procurement",4.4,23,5904,4,ISCEA,Business & Management,Intermediate,English,41839
 Linear Algebra I: Vectors and Linear Equations,,,,6,DelftX,Math,Intermediate,English,12493
 Risk & Return,4.6,32,32057,4,ColumbiaX,Business & Management,Introductory,English,18865
 Energía eléctrica: conceptos y principios básicos,,,21213,7,TecdeMonterreyX,Engineering,Intermediate,Spanish,4947
 Introduction to Computer Science and Programming,,,9576,5,TokyoTechX,Computer Science,Introductory,English,6636
 China Humanities: The Individual in Chinese Culture,4.6,6,17129,8,HarvardX,Humanities,Introductory,English,12493
 Software Engineering: Introduction,4.3,11,53994,8,UBCx,Computer Science,Advanced,English,10481
" Agricultural Water Management: Water,-Society and Technology Interactions",4.2,14,5591,10,WageningenX,Environmental Studies,Intermediate,English,14170
 Design Thinking: Empathizing to Understand the Problem,4.4,8,18158,6,RITx,Business & Management,Intermediate,English,28308
 Psicología Positiva,,,,4,AnahuacX,Social Sciences,Introductory,Spanish,2180
 Identifying Entrepreneurial Opportunities,4.8,6,22765,4,UMD,Business & Management,Introductory,English,15847
 Aprendizaje automático (machine learning) y ciencia de datos,4.6,16,25949,5,UPValenciaX,Computer Science,Intermediate,Spanish,3270
 Open Source Software Development: Linux for Developers,4.3,7,6114,14,LinuxFoundationX,Computer Science,Introductory,English,15847
 Agile Innovation and Problem Solving Skills,4.5,37,27240,4,UMD,Engineering,Advanced,English,20916
 Fundamentos de la Tecnología Blockchain,4.3,9,30267,5,JaverianaX,Economics & Finance,Introductory,Spanish,3773
 Essentials of Genomics and Biomedical Informatics,4.6,5,12193,12,IsraelX,Medicine,Advanced,English,4947
 Introduction to Serverless on Kubernetes,,,13153,7,LinuxFoundationX,Computer Science,Introductory,English,17556
 Architecting Solutions on AWS,4.4,8,,4,AWS,Computer Science,Intermediate,English,4947
 Space Mission Design and Operations,4.6,14,30630,8,EPFLx,Engineering,Intermediate,English,4947
 HR Skills® Fundamentals,,,,2,MindEdge,Business & Management,Introductory,English,29316
 Digital Branding and Engagement,4.7,11,140803,4,CurtinX,Communication,Intermediate,English,8301
 MathTrackX: Differential Calculus,4.8,6,6680,4,AdelaideX,Math,Introductory,English,8301
 Introduction to User Experience,4.1,9,22398,4,HECMontrealX,Computer Science,Intermediate,English,20878
 Sustainable Global Food Systems,4.5,25,5577,5,EdinburghX,Food & Nutrition,Introductory,English,4956
 Redes de computadores,,,7770,1,URosarioX,Computer Science,Intermediate,Spanish,3270
 Foundations of Central Bank Law,4.5,21,15305,9,IMFx,Law,Intermediate,English,2096
 Java Programming: Intermediate Concepts,,,,4,Codio,Computer Science,Introductory,English,15847
 Fundamentos de Mecánica para Ingeniería,,,23044,6,UPValenciaX,Physics,Introductory,Spanish,1593
 Linear Algebra II: Matrix Algebra,4.6,8,8736,3,GTx,Math,Intermediate,English,20916
 Fundamentals of Aesthetic Dentistry,3.8,5,,4,HKUx,Medicine,Introductory,English,8316
 Sustainable Building with Timber,4.6,10,,7,DelftX,Architecture,Introductory,English,11655
 Introducción a los encofrados y las cimbras en obra civil y edificación,4.2,10,31139,4,UPValenciaX,Engineering,Introductory,Spanish,3270
 UML Class Diagrams for Software Engineering,4.2,20,43124,3,KULeuvenX,Computer Science,Introductory,English,4947
 Gestión del estrés y Mindfulness,4.8,9,34195,4,AnahuacX,Health & Safety,Introductory,Spanish,3276
 Fundamentals of Market Structure,4.5,18,40557,1,NYIF,Economics & Finance,Introductory,English,2096
 HTML5 Coding Essentials and Best Practices,4.5,12,259274,6,W3Cx,Computer Science,Intermediate,English,20878
" Agile Process, Project, and Program Controls",4.6,27,25226,4,UMD,Engineering,Advanced,English,20916
 Probability and Statistics in Data Science using Python,3.6,15,132325,10,UCSanDiegoX,Data Analysis & Statistics,Advanced,English,29346
 World of Wine: From Grape to Glass,5,5,103334,6,AdelaideX,Science,Introductory,English,16685
 MLOps for Scaling TinyML,4.6,8,5020,7,HarvardX,Computer Science,Advanced,English,25116
 Nutrition and Healthy Living,4.4,19,,6,UCR,Food & Nutrition,Introductory,English,4947
 Fundamentos de logística,4.9,7,22965,5,logycaX,Engineering,Introductory,Spanish,3773
 People analytics and reporting,4.6,48,,2,StellenboschX,Business & Management,Intermediate,English,12493
 Elevating Businesses and Careers with Generative AI,4.2,5,,3,IBM,Computer Science,Introductory,English,4108
 Teaching Physical Computing with Raspberry Pi and Python,4.8,14,,4,RaspberryPiFoundation,Education & Teacher Training,Intermediate,English,4956
 Let's Get Started: Building Self-Awareness,4.6,5,13935,5,UMD,Business & Management,Introductory,English,20878
 Crisis Resource Management,4.7,34,5636,12,ColumbiaX,Health & Safety,Introductory,English,4200
 Project Delivery Methods and Contracts in Construction Management,4.2,20,5019,4,UMD,Engineering,Intermediate,English,20878
 International Project Management,4.3,19,55284,9,RITx,Business & Management,Advanced,English,37647
 Critical Thinking: Fundamentals of Good Reasoning,,,15960,13,IsraelX,Philosophy & Ethics,Introductory,English,15847
 Estrategias y estilos de negociación,,,21415,4,TecdeMonterreyX,Business & Management,Introductory,Spanish,15876
 Statistical Inference and Modeling for High-throughput Experiments,4.4,6,64770,4,HarvardX,Data Analysis & Statistics,Intermediate,English,18362
 Achieving Product-Market Fit,4.8,18,10838,4,UMD,Business & Management,Introductory,English,20878
 Manejo del estrés desde la neurociencia,,,,4,URosarioX,Medicine,Introductory,Spanish,3270
 Behavioral Economics and Public Policy,,,,6,IIMBx,Economics & Finance,Intermediate,English,15876
 Freedom of expression in the African media and digital policy landscape,,,,4,StellenboschX,Communication,Advanced,English,8301
 Behavioral Neuroscience: Analyzing Anxiety and Depression,,,,5,AlaskaX,Biology & Life Sciences,Intermediate,English,15847
" Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",4.8,5,30184,5,WageningenX,Art & Culture,Introductory,English,14170
 Quantum Mechanics of Molecular Structures,4.5,6,26310,6,UTokyoX,Physics,Intermediate,English,4947
 Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),,,19183,4,CatalystX,Business & Management,Introductory,Spanish,4956
 Introduction to the Music Business,4.7,20,58926,6,BerkleeX,Business & Management,Introductory,English,4947
 Alimentación saludable y sostenible,,,,5,JaverianaX,Food & Nutrition,Introductory,Spanish,3773
 Fundamentos de ciberseguridad para usuarios,,,,2,UPValenciaX,Computer Science,Introductory,Spanish,1174
 Marketing para emprendedores,,,,4,URosarioX,Business & Management,Introductory,Spanish,3276
 Introduction to Game Design: Process and Creation,,,,5,LCIEducation,Computer Science,Introductory,English,15008
 Arduino para niños ¡vamos al espacio!,,,17955,6,JaverianaX,Electronics,Introductory,Spanish,2096
 IoT System Design: Software and Hardware Integration,4.2,10,16805,4,WasedaX,Computer Science,Intermediate,English,10816
" Data Structures & Algorithms III: AVL and 2-4 Trees, Divide and Conquer Algorithms",,,5230,5,GTx,Computer Science,Intermediate,English,15847
 Video Game Writing Essentials,4.2,19,8776,5,UBCx,Communication,Introductory,English,8301
 Computer Architecture with an Industrial RISC-V Core [RVfpga],,,,10,LinuxFoundationX,Computer Science,Intermediate,English,12493
 Principios de Economía aplicados a Negocios,,,8233,4,TecdeMonterreyX,Economics & Finance,Advanced,Spanish,4947
 Real-World Applications of Economics,,,,5,BerkeleyX,Economics & Finance,Intermediate,English,8301
 Introducción a Ciencias de Datos y Estadística Básica para Negocios,,,13408,4,TecdeMonterreyX,Data Analysis & Statistics,Advanced,Spanish,5785
" Hollywood: History, Industry, Art",,,67599,4,PennX,Communication,Introductory,English,14170
 Programación en Python: visualización de datos,,,,6,UPValenciaX,Data Analysis & Statistics,Intermediate,Spanish,3276
 Physics Fundamentals: Mechanics,4.5,17,,6,UPValenciaX,Physics,Introductory,English,2432
 Cyber Risk Supervision,4.5,29,,4,IMFx,Economics & Finance,Introductory,English,2096
 Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,4.3,15,26569,4,UPValenciaX,Engineering,Intermediate,Spanish,3276
 BioStatistics,,,26310,8,DoaneX,Biology & Life Sciences,Introductory,English,9978
 Structural Materials: Selection and Economics,4.8,14,14203,3,MITx,Engineering,Introductory,English,4192
 The Minerals and Mining Business,4.6,10,6166,8,CurtinX,Engineering,Advanced,English,36808
 Biomedical Equipment: A Practical Approach to Healthcare Technology Management,4.6,10,,6,DelftX,Engineering,Introductory,English,4192
 Introduction to Online Education & Course Planning,4.6,21,,3,WisconsinX,Education & Teacher Training,Introductory,English,9996
 Bases de datos,,,5572,4,URosarioX,Engineering,Intermediate,Spanish,3270
 Technology of Intelligent and Integrated Energy Systems,4.4,17,,6,DelftX,Engineering,Intermediate,English,12493
 Introducción a la genética y la evolución,4.1,13,30922,3,UAMx,Biology & Life Sciences,Introductory,Spanish,2432
 China’s Political and Intellectual Foundations: From Sage Kings to Confucius,,,56843,12,HarvardX,History,Introductory,English,12493
 La Química Orgánica: un mundo a tu alcance,,,31016,6,UAMx,Chemistry,Introductory,Spanish,2432
" Business Considerations for 5G with Edge, IoT, and AI",4.1,23,13111,10,LinuxFoundationX,Business & Management,Introductory,English,15847
 Higher education teaching in the age of AI,,,,3,StellenboschX,Education & Teacher Training,Intermediate,English,12493
 The Data Science Method,4.5,13,17351,7,IBM,Data Analysis & Statistics,Introductory,English,8301
 Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,5,5,29765,6,UAMx,Medicine,Introductory,Spanish,2436
 Fundamentals of Sociology,4,9,9423,8,DoaneX,Social Sciences,Introductory,English,9978
 Bases Matemáticas: Álgebra,,,55189,4,UPValenciaX,Math,Introductory,Spanish,1593
 Assembler Language,4.3,14,,11,DoaneX,Computer Science,Intermediate,English,20878
 Probability and Statistics II:  Random Variables – Great Expectations to Bell Curves,,,6640,4,GTx,Data Analysis & Statistics,Intermediate,English,20916
 Effective Communication for Program and Project Stakeholders and Teams,4.5,19,11046,5,UMD,Business & Management,Introductory,English,20878
 Linux Basics: The Command Line Interface,,,46329,5,DartmouthX,Computer Science,Introductory,English,8301
 Hybrid Vehicles,4.3,7,26761,7,ChalmersX,Engineering,Advanced,English,20878
 Computing for Data Analysis,4.2,10,57803,15,GTx,Computer Science,Advanced,English,69173
 Enterprise Selling,,,15766,6,QueensX,Business & Management,Introductory,English,15847
 Excel financiero pro: domina las finanzas con Excel,,,,2,URosarioX,Economics & Finance,Intermediate,Spanish,4108
 Sustainability in Architecture: An Interdisciplinary Introduction,4.1,34,49388,4,UPValenciaX,Architecture,Intermediate,English,3270
 Teach Teens Computing: Understanding AI for Educators,,,,3,RaspberryPiFoundation,Education & Teacher Training,Introductory,English,4947
 IT Fundamentals for Business Professionals: Enterprise Systems,4.2,17,29107,4,UPValenciaX,Computer Science,Introductory,English,5785
" Data Structures & Algorithms IV: Pattern Matching, Dijkstra’s, MST, and Dynamic Programming Algorithms",4.8,5,5468,5,GTx,Computer Science,Intermediate,English,15876
 Cybersecurity Risk Management,4.5,13,44631,8,RITx,Computer Science,Advanced,English,33454
 Databases: Semistructured Data,,,7240,2,StanfordOnline,Computer Science,Introductory,English,5785
 Threat Intelligence in Cybersecurity,,,,6,IBM,Computer Science,Introductory,English,12493
 Migrating to the AWS Cloud,,,7949,4,AWS,Computer Science,Intermediate,English,4956
" MathTrackX: Polynomials, Functions and Graphs",4.3,9,12931,4,AdelaideX,Math,Introductory,English,8316
 Model-Based Automotive Systems Engineering,,,23086,7,ChalmersX,Engineering,Advanced,English,20878
 Herramientas para el Análisis de Big Data,4.4,13,19267,4,TecdeMonterreyX,Data Analysis & Statistics,Intermediate,Spanish,4947
 Introducción a los circuitos eléctricos,,,19688,5,GalileoX,Electronics,Intermediate,Spanish,3270
 Computer Vision and Image Processing Fundamentals.,4.2,12,20811,3,IBM,Computer Science,Introductory,English,8301
 VITARA - Human Resource Management,4.8,23,,1,IMFx,Economics & Finance,Introductory,English,2100
 AI in Healthcare. Hype or Help?,,,,10,KULeuvenX,Medicine,Advanced,English,6758
 Build your very first iOS app,,,50726,8,CurtinX,Computer Science,Introductory,English,15876
 The Science of Parenting,,,48443,5,UCSanDiegoX,Social Sciences,Introductory,English,4108
 Test and Behavior Driven Development (TDD/BDD),4.2,6,,4,IBM,Computer Science,Intermediate,English,8316
 Strategic Management Capstone,4.6,46,11383,6,Wharton,Business & Management,Intermediate,English,16685
 Animation with JavaScript and jQuery,,,,4,UCDavis,Computer Science,Introductory,English,4116
 The Engineering of Structures Around Us,4.7,13,22862,5,DartmouthX,Engineering,Introductory,English,6624
 Critical Thinking: How to Develop Critical Thinking Skills,4.2,13,,1,BoxPlay,Communication,Introductory,English,5785
 UX Prototyping,,,9123,6,HECMontrealX,Design,Intermediate,English,30996
 3D GIS,4.3,18,5018,4,AlaskaX,Engineering,Intermediate,English,15847
 Molecular Biology – Part 3: RNA Processing and Translation,,,23424,8,MITx,Biology & Life Sciences,Advanced,English,8301
 Diseña presentaciones eficaces con Powerpoint,4.4,7,55068,3,UPValenciaX,Computer Science,Introductory,Spanish,3773
 Mathematical Methods for Data Analysis,,,,8,HKUSTx,Math,Intermediate,English,36876
 Solid Waste Management,4.5,26,17560,6,WBGx,Environmental Studies,Introductory,English,420
 Waste Management and Critical Raw Materials,4.2,6,18064,6,DelftX,Business & Management,Introductory,English,12493
" Diseña, fabrica y programa tu propio robot",,,34123,6,UPValenciaX,Engineering,Introductory,Spanish,5785
 Economics Fundamentals for Business Analytics,4.7,7,,6,LehighX,Economics & Finance,Introductory,English,15008
 Introduction to Healthcare Communication Strategies,,,,4,StanfordOnline,Medicine,Intermediate,English,20878
 Linux Tools for Software Development,,,5437,14,LinuxFoundationX,Computer Science,Introductory,English,15847
 Introducción a la Ciencia de Datos con Python,4.5,10,17773,4,AnahuacX,Computer Science,Introductory,Spanish,3270
" Introduction to Object-Oriented Programming with Java III: Exceptions, Data Structures, Recursion, and GUIs",4.2,10,6586,6,GTx,Computer Science,Introductory,English,20878
 Drainage in Agriculture: controlling water and salt levels in the soil,4.2,5,8638,5,WageningenX,Environmental Studies,Advanced,English,14170
 Cybersecurity Analyst Assessment,,,,1,IBM,Computer Science,Advanced,English,12493
 Storytelling for Social Change,4.5,23,47516,5,MichiganX,Communication,Introductory,English,4947
 Modern Product Leadership,4.1,11,8055,4,UMD,Business & Management,Introductory,English,20916
 Designing a Course With edX,4.5,12,,1,edX,Design,Introductory,English,8301
 Computer Architecture,,,7156,14,HarveyMuddX,Engineering,Introductory,English,15876
 Intro to AI for Digital Marketing,,,,3,DavidsonX,Business & Management,Introductory,English,4116
 Academic Writing,,,,4,AdelaideX,Language,Introductory,English,10481
 Marketing Fundamentals: Who Is Your Customer?,,,30781,4,BabsonX,Business & Management,Introductory,English,20916
 Corrección de textos jurídicos,,,,4,URosarioX,Communication,Introductory,Spanish,3276
 Finding your voice as a playwright,4.4,8,9408,4,UniversityofCambridge,Communication,Intermediate,English,25070
 IT Support Case Studies,,,,6,IBM,Computer Science,Intermediate,English,8301
 Economics: Consumer Demand,4.8,23,16012,4,BabsonX,Economics & Finance,Introductory,English,20916
 Introduction to Pharmacokinetics: From ADME to PK/PD,,,,3,DavidsonX,Chemistry,Intermediate,English,16716
 Designing for Textiles,4.6,17,,2,SmithsonianX,Art & Culture,Introductory,English,503
 Shakespeare’s Othello: The Moor,5,12,40700,4,HarvardX,Humanities,Introductory,English,12493
 Learning Success,4.8,9,6322,10,ColumbiaX,Education & Teacher Training,Introductory,English,4200
 Relational Database Administration (DBA),4.8,5,,8,IBM,Computer Science,Introductory,English,8301
 C++ Programming: Intermediate Concepts,,,,5,Codio,Computer Science,Introductory,English,15847
 Beyond Systems Thinking,,,,6,ETHx,Social Sciences,Introductory,English,4192
 Semantics of First-Order Logic,4.4,6,5795,4,StanfordOnline,Philosophy & Ethics,Introductory,English,5796
 Terrorism and Counterterrorism,4.1,57,36391,7,GeorgetownX,Humanities,Introductory,English,4947
 Women's Leadership: Boost your skills and drive change,4.5,38,,10,IDBx,Communication,Intermediate,English,2432
 Math Fundamentals: Algebra,,,,4,UPValenciaX,Math,Introductory,English,2432
 Master Control in Supply Chain Management and Logistics,4.4,39,47572,8,ChalmersX,Business & Management,Introductory,English,4116
" A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",4.6,24,,7,ImperialX,Math,Intermediate,English,5785
 Stock Trading Professional Certification Examination,5,12,,1,NYIF,Economics & Finance,Introductory,English,
 English for Doing Business in Asia – Speaking,,,75959,7,HKUSTx,Humanities,Introductory,English,14170
 Algorithmic Design and Techniques,,,52092,6,UCSanDiegoX,Computer Science,Intermediate,English,12600
 Retail Fundamentals,4.4,5,45594,4,DartmouthX,Business & Management,Intermediate,English,20878
 Music Technology Foundations,4.8,6,44897,6,AdelaideX,Computer Science,Introductory,English,14170
 Introduction to Generative AI,4,6,,3,AI,Computer Science,Introductory,English,37716
 E-Commerce Estratégico,,,,5,AnahuacX,Business & Management,Introductory,Spanish,3270
 Shakespeare's The Merchant of Venice: Shylock,4.4,10,30317,4,HarvardX,Humanities,Introductory,English,12516
 Mandarin Chinese for Business,4.4,8,20020,6,MandarinX,Language,Intermediate,English,15847
 Introduction to AI/ML Toolkits with Kubeflow,,,,10,LinuxFoundationX,Computer Science,Introductory,English,12493
 Autism and Neurodiversity: Building Your Child's Strengths,4.4,14,6463,6,CurtinX,Health & Safety,Introductory,English,8301
 Mulheres na liderança: potencialize suas habilidades e impulsione a mudança,,,,10,IDBx,Communication,Intermediate,Portuguese,2432
 Fundamentals of Financial Mathematics and Capital Budgeting,4.9,8,11196,4,NYIF,Economics & Finance,Introductory,English,8316
 Advanced Cardiac Imaging: Cardiac Computed Tomography (CT),4.6,17,11069,4,HKUx,Medicine,Introductory,English,12493
 Git for Distributed Software Development,,,6204,14,LinuxFoundationX,Computer Science,Introductory,English,15847
 Le management,4.8,13,20636,5,HECMontrealX,Business & Management,Introductory,French,20916
 Cell cultivation techniques: An introduction,4.7,7,,8,ZHAWx,Biology & Life Sciences,Intermediate,English,15847
 Managing People with Power Skills,4.7,12,,4,UMD,Business & Management,Introductory,English,9996
 Continuous Integration and Delivery (CI/CD),,,,5,IBM,Computer Science,Intermediate,English,8301
" A-level Further Mathematics for Year 12 - Course 1: Complex Numbers, Matrices, Roots of Polynomial Equations and Vectors",,,,7,ImperialX,Math,Intermediate,English,5785
 Astrophysics: The Violent Universe,4.7,14,73189,10,ANUx,Physics,Intermediate,English,4956
 Effective Thinking Through Mathematics,,,63957,5,UTAustinX,Math,Introductory,English,11655
 Introduction to the Natural Capital Project Approach,4.7,6,6119,4,StanfordOnline,Environmental Studies,Introductory,English,5785
 Field Operations and Administrative Tools in Construction Management,4.9,14,,4,UMD,Engineering,Intermediate,English,20916
 Ruralization: Creating New Opportunities in Rural Areas,4.1,30,,6,DelftX,Social Sciences,Introductory,English,11655
 Teach kids computing: Computing Systems and Networks,,,,3,RaspberryPiFoundation,Education & Teacher Training,Introductory,English,4108
 ¿Cómo planificar viviendas verdes y resilientes?,4.6,5,,1,IDBx,Environmental Studies,Introductory,Spanish,838
 Salud mental del adolescente en cuidado primario,4.6,5,7074,5,JaverianaX,Medicine,Introductory,Spanish,3780
 SQL Concepts for Data Engineers,,,,1,IBM,Data Analysis & Statistics,Intermediate,English,8301
